X1_go_counts.txt	X2_go_counts.txt	X3_go_counts.txt	X4_go_counts.txt	X5_go_counts.txt	X6_go_counts.txt	go.name
GO:0016616	3285	2332	2844	2063	2990	4713	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0016779	1408	887	1433	860	1151	2328	nucleotidyltransferase activity
GO:0016705	1683	1100	1555	1049	1422	2272	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
GO:0003774	2099	2051	872	1176	9422	2198	motor activity
GO:0046912	1040	931	898	882	1089	1493	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer
GO:0046933	2703	1430	1832	1471	1875	2013	proton-transporting ATP synthase activity, rotational mechanism
GO:0046961	2028	1084	1366	1150	1457	1528	proton-transporting ATPase activity, rotational mechanism
GO:0004298	984	687	606	603	765	855	threonine-type endopeptidase activity
GO:0046983	2202	967	2040	949	1648	2278	protein dimerization activity
GO:0008270	4340	3124	3668	2888	3991	5485	zinc ion binding
GO:0016832	980	582	742	566	604	1025	aldehyde-lyase activity
GO:0004601	963	654	769	627	888	924	peroxidase activity
GO:0016651	1134	640	921	715	849	1113	oxidoreductase activity, acting on NAD(P)H
GO:0048038	1749	915	1546	1005	1296	1662	quinone binding
GO:0051287	3706	2539	3399	2355	3303	5361	NAD binding
GO:0046872	7226	4566	6079	4556	6279	7979	metal ion binding
GO:0003995	935	763	830	742	843	1501	acyl-CoA dehydrogenase activity
GO:0008565	1344	652	1323	779	1100	1209	protein transporter activity
GO:0050660	2551	1971	2555	1776	2269	4373	flavin adenine dinucleotide binding
GO:0000155	1032	941	1193	774	898	2573	phosphorelay sensor kinase activity
GO:0004618	856	547	634	554	633	1096	phosphoglycerate kinase activity
GO:0016624	833	635	770	578	725	954	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor
GO:0004784	1472	400	1225	596	740	522	superoxide dismutase activity
GO:0016301	1722	1641	1207	1414	2084	2561	kinase activity
GO:0004611	810	713	305	483	552	1585	phosphoenolpyruvate carboxykinase activity
GO:0016901	795	366	818	448	549	790	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor
GO:0004176	1368	859	1037	702	942	1247	ATP-dependent peptidase activity
GO:0008199	834	886	543	444	727	810	ferric iron binding
GO:0016849	760	670	797	608	670	1414	phosphorus-oxygen lyase activity
GO:0004634	1086	954	761	703	1009	2163	phosphopyruvate hydratase activity
GO:0003746	1081	554	786	490	894	893	translation elongation factor activity
GO:0004612	749	814	511	748	872	1246	phosphoenolpyruvate carboxykinase (ATP) activity
GO:0016772	1479	1544	1118	1330	2026	2285	transferase activity, transferring phosphorus-containing groups
GO:0004451	711	560	422	492	654	663	isocitrate lyase activity
GO:0003743	1466	839	1103	684	1123	1311	translation initiation factor activity
GO:0004807	667	436	467	371	507	856	triose-phosphate isomerase activity
GO:0051537	875	594	849	696	780	1121	2 iron, 2 sulfur cluster binding
GO:0003918	1179	716	995	681	937	1605	DNA topoisomerase type II (ATP-hydrolyzing) activity
GO:0016866	641	453	549	450	614	1195	intramolecular transferase activity
GO:0031419	1247	971	1117	876	1227	2166	cobalamin binding
GO:0008168	2416	2023	2320	1807	2201	4767	methyltransferase activity
GO:0008236	1301	821	1277	816	991	1742	serine-type peptidase activity
GO:0071949	622	366	519	388	424	967	FAD binding
GO:0004375	609	457	571	344	495	896	glycine dehydrogenase (decarboxylating) activity
GO:0003777	1020	1672	736	913	1324	1303	microtubule motor activity
GO:0008017	602	740	446	545	760	726	microtubule binding
GO:0016746	1128	888	986	794	1031	1906	transferase activity, transferring acyl groups
GO:0015930	777	388	618	366	586	1006	glutamate synthase activity
GO:0016638	614	329	501	284	479	833	oxidoreductase activity, acting on the CH-NH2 group of donors
GO:0030151	695	930	725	892	889	1374	molybdenum ion binding
GO:0003916	1101	522	953	477	732	1156	DNA topoisomerase activity
GO:0030234	579	200	702	262	350	383	enzyme regulator activity
GO:0015299	571	475	556	429	569	1277	solute:proton antiporter activity
GO:0016740	1280	912	1137	721	1048	1990	transferase activity
GO:0008184	555	461	441	334	480	983	glycogen phosphorylase activity
GO:0016903	570	685	505	670	693	1411	oxidoreductase activity, acting on the aldehyde or oxo group of donors
GO:0004803	1572	1477	1615	1193	1206	4339	transposase activity
GO:0003697	1065	540	978	597	740	1021	single-stranded DNA binding
GO:0003872	532	469	461	404	453	1013	6-phosphofructokinase activity
GO:0008137	1166	638	985	781	1009	1024	NADH dehydrogenase (ubiquinone) activity
GO:0042626	670	573	661	512	631	1349	ATPase activity, coupled to transmembrane movement of substances
GO:0008750	506	352	467	348	486	720	NAD(P)+ transhydrogenase (AB-specific) activity
GO:0050661	1254	851	1027	763	1012	1730	NADP binding
GO:0016625	803	789	780	651	793	1377	oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor
GO:0016765	728	412	618	352	782	1046	transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0004332	501	640	315	476	637	1182	fructose-bisphosphate aldolase activity
GO:0004019	494	257	409	280	391	639	adenylosuccinate synthase activity
GO:0004813	487	278	378	240	359	693	alanine-tRNA ligase activity
GO:0016876	613	424	606	309	449	1036	ligase activity, forming aminoacyl-tRNA and related compounds
GO:0004478	1367	1022	1079	887	1169	1436	methionine adenosyltransferase activity
GO:0016810	723	575	757	518	624	1437	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
GO:0036459	471	532	294	345	494	556	ubiquitinyl hydrolase activity
GO:0003857	844	710	688	640	877	1331	3-hydroxyacyl-CoA dehydrogenase activity
GO:0004329	467	460	352	288	485	800	formate-tetrahydrofolate ligase activity
GO:0008641	463	429	409	322	425	683	small protein activating enzyme activity
GO:0008113	440	206	436	238	238	387	peptide-methionine (S)-S-oxide reductase activity
GO:0000774	437	227	252	159	263	296	adenyl-nucleotide exchange factor activity
GO:0042803	451	237	263	165	266	307	protein homodimerization activity
GO:0051087	442	230	252	166	268	301	chaperone binding
GO:0016151	643	822	457	899	702	1238	nickel cation binding
GO:0008658	540	415	564	345	415	1075	penicillin binding
GO:0004550	433	311	285	233	373	422	nucleoside diphosphate kinase activity
GO:0016829	1732	1264	1691	1324	1564	2834	lyase activity
GO:0004743	429	391	340	286	327	780	pyruvate kinase activity
GO:0030955	429	391	340	286	327	780	potassium ion binding
GO:0004450	427	235	341	227	301	481	isocitrate dehydrogenase (NADP+) activity
GO:0008759	420	204	415	242	291	400	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity
GO:0004616	617	336	526	381	467	780	phosphogluconate dehydrogenase (decarboxylating) activity
GO:0005216	790	546	822	536	773	799	ion channel activity
GO:0004781	405	314	262	195	391	578	sulfate adenylyltransferase (ATP) activity
GO:0043565	1379	1264	1434	1208	1326	2273	sequence-specific DNA binding
GO:0005315	404	509	247	553	517	792	inorganic phosphate transmembrane transporter activity
GO:0003840	397	362	508	362	387	885	gamma-glutamyltransferase activity
GO:0004066	380	313	359	258	331	805	asparagine synthase (glutamine-hydrolyzing) activity
GO:0022857	380	352	264	304	445	598	transmembrane transporter activity
GO:0010181	926	849	952	712	861	1697	FMN binding
GO:0004055	373	186	264	155	259	420	argininosuccinate synthase activity
GO:0004871	1386	1333	1235	986	1153	2998	signal transducer activity
GO:0019001	372	410	224	319	348	390	guanyl nucleotide binding
GO:0031683	372	410	224	319	348	390	G-protein beta/gamma-subunit complex binding
GO:0004185	410	340	272	301	344	443	serine-type carboxypeptidase activity
GO:0030246	597	383	575	368	511	891	carbohydrate binding
GO:0004519	801	398	628	417	442	636	endonuclease activity
GO:0016614	520	431	597	393	476	953	oxidoreductase activity, acting on CH-OH group of donors
GO:0008237	678	495	675	481	580	1076	metallopeptidase activity
GO:0004455	354	139	261	141	275	271	ketol-acid reductoisomerase activity
GO:0003883	353	190	277	176	242	370	CTP synthase activity
GO:0008080	591	525	548	434	531	1380	N-acetyltransferase activity
GO:0017025	333	128	226	143	249	145	TBP-class protein binding
GO:0004020	319	204	286	150	317	289	adenylylsulfate kinase activity
GO:0004347	322	262	268	204	266	626	glucose-6-phosphate isomerase activity
GO:0003942	317	167	263	143	231	401	N-acetyl-gamma-glutamyl-phosphate reductase activity
GO:0004659	316	225	300	239	307	599	prenyltransferase activity
GO:0015116	314	235	249	202	258	633	sulfate transmembrane transporter activity
GO:0016831	591	438	512	450	514	920	carboxy-lyase activity
GO:0004177	487	350	475	282	423	813	aminopeptidase activity
GO:0004853	304	269	244	210	264	511	uroporphyrinogen decarboxylase activity
GO:0004749	301	140	207	101	215	282	ribose phosphate diphosphokinase activity
GO:0033743	301	138	294	163	180	217	peptide-methionine (R)-S-oxide reductase activity
GO:0004045	315	174	237	120	256	391	aminoacyl-tRNA hydrolase activity
GO:0004474	296	268	252	299	315	477	malate synthase activity
GO:0018580	295	244	272	201	304	581	nitronate monooxygenase activity
GO:0017150	290	172	226	169	234	427	tRNA dihydrouridine synthase activity
GO:0015035	481	285	441	256	339	523	protein disulfide oxidoreductase activity
GO:0004489	287	274	243	194	261	556	methylenetetrahydrofolate reductase (NAD(P)H) activity
GO:0042132	407	325	335	335	306	550	fructose 1,6-bisphosphate 1-phosphatase activity
GO:0042578	312	283	217	291	268	450	phosphoric ester hydrolase activity
GO:0004181	329	349	309	256	384	579	metallocarboxypeptidase activity
GO:0008987	281	130	220	155	173	332	quinolinate synthetase A activity
GO:0051539	776	488	755	480	610	1199	4 iron, 4 sulfur cluster binding
GO:0051745	275	114	192	135	154	204	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity
GO:0048037	444	290	396	290	413	675	cofactor binding
GO:0016857	289	120	224	165	185	255	racemase and epimerase activity, acting on carbohydrates and derivatives
GO:0016868	674	443	601	392	537	1037	intramolecular transferase activity, phosphotransferases
GO:0016742	301	214	247	194	207	579	hydroxymethyl-, formyl- and related transferase activity
GO:0004748	362	175	318	174	267	249	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
GO:0015321	267	368	216	295	286	492	sodium-dependent phosphate transmembrane transporter activity
GO:0005328	266	325	208	242	453	639	neurotransmitter:sodium symporter activity
GO:0004719	261	310	254	269	266	508	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
GO:0003747	261	161	208	127	162	362	translation release factor activity
GO:0004127	259	141	237	86	189	250	cytidylate kinase activity
GO:0016149	259	146	273	133	203	362	translation release factor activity, codon specific
GO:0015655	258	169	291	153	220	569	alanine:sodium symporter activity
GO:0004107	257	124	237	141	185	351	chorismate synthase activity
GO:0009982	427	299	429	274	362	899	pseudouridine synthase activity
GO:0008097	243	91	152	86	167	185	5S rRNA binding
GO:0016597	466	301	430	321	434	852	amino acid binding
GO:0016743	478	327	408	355	436	888	carboxyl- or carbamoyltransferase activity
GO:0009378	316	226	295	197	262	530	four-way junction helicase activity
GO:0000049	636	418	521	341	470	978	tRNA binding
GO:0004399	236	173	226	122	214	397	histidinol dehydrogenase activity
GO:0051920	371	312	355	358	310	439	peroxiredoxin activity
GO:0004553	1630	1501	1492	1250	1906	3325	hydrolase activity, hydrolyzing O-glycosyl compounds
GO:0008686	221	111	179	112	270	275	3,4-dihydroxy-2-butanone-4-phosphate synthase activity
GO:0008312	239	140	178	115	179	277	7S RNA binding
GO:0004197	281	216	278	245	216	371	cysteine-type endopeptidase activity
GO:0042301	217	81	96	145	91	135	phosphate ion binding
GO:0003864	216	127	194	146	164	262	3-methyl-2-oxobutanoate hydroxymethyltransferase activity
GO:0008661	215	123	246	119	167	247	1-deoxy-D-xylulose-5-phosphate synthase activity
GO:0046429	214	118	201	120	146	267	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity
GO:0070008	209	143	198	110	147	244	serine-type exopeptidase activity
GO:0003678	515	350	390	305	368	582	DNA helicase activity
GO:0004499	206	182	113	98	160	217	N,N-dimethylaniline monooxygenase activity
GO:0004655	204	132	208	123	159	264	porphobilinogen synthase activity
GO:0004842	263	296	150	196	261	293	ubiquitin-protein transferase activity
GO:0004733	202	116	220	130	120	237	pyridoxamine-phosphate oxidase activity
GO:0016788	694	490	731	488	579	1213	hydrolase activity, acting on ester bonds
GO:0015450	201	83	123	87	109	172	P-P-bond-hydrolysis-driven protein transmembrane transporter activity
GO:0016805	256	188	284	147	274	478	dipeptidase activity
GO:0004814	309	197	243	148	240	526	arginine-tRNA ligase activity
GO:0008170	289	240	340	234	266	628	N-methyltransferase activity
GO:0004352	192	127	231	148	189	326	glutamate dehydrogenase (NAD+) activity
GO:0004602	192	69	135	94	228	154	glutathione peroxidase activity
GO:0070569	190	147	107	124	165	217	uridylyltransferase activity
GO:0008233	486	423	465	307	459	893	peptidase activity
GO:0003937	188	105	207	106	171	340	IMP cyclohydrolase activity
GO:0004643	184	101	203	104	169	333	phosphoribosylaminoimidazolecarboxamide formyltransferase activity
GO:0016874	345	246	343	209	267	694	ligase activity
GO:0016853	628	417	582	362	489	866	isomerase activity
GO:0008452	182	202	166	143	174	350	RNA ligase activity
GO:0015171	180	273	206	217	232	595	amino acid transmembrane transporter activity
GO:0008410	180	190	194	170	198	416	CoA-transferase activity
GO:0004096	179	145	94	98	159	153	catalase activity
GO:0004512	179	138	147	114	174	184	inositol-3-phosphate synthase activity
GO:0008146	218	165	182	131	192	342	sulfotransferase activity
GO:0008408	843	526	846	480	675	1303	3'-5' exonuclease activity
GO:0031625	169	163	102	116	202	204	ubiquitin protein ligase binding
GO:0016840	168	46	179	58	84	62	carbon-nitrogen lyase activity
GO:0003852	168	83	134	75	116	179	2-isopropylmalate synthase activity
GO:0016773	577	549	531	478	566	1299	phosphotransferase activity, alcohol group as acceptor
GO:0016153	168	148	139	130	170	379	urocanate hydratase activity
GO:0000150	228	188	222	161	148	471	recombinase activity
GO:0005319	188	192	27	189	139	109	lipid transporter activity
GO:0008138	164	130	98	121	144	197	protein tyrosine/serine/threonine phosphatase activity
GO:0003724	162	131	180	188	175	140	RNA helicase activity
GO:0003887	725	438	654	376	574	976	DNA-directed DNA polymerase activity
GO:0004799	161	105	140	102	109	262	thymidylate synthase activity
GO:0002161	258	320	287	473	266	525	aminoacyl-tRNA editing activity
GO:0004471	291	345	268	364	335	664	malate dehydrogenase (decarboxylating) (NAD+) activity
GO:0004488	273	235	234	196	233	500	methylenetetrahydrofolate dehydrogenase (NADP+) activity
GO:0004345	244	147	205	143	155	320	glucose-6-phosphate dehydrogenase activity
GO:0003989	218	105	184	132	168	187	acetyl-CoA carboxylase activity
GO:0004190	275	164	249	153	292	439	aspartic-type endopeptidase activity
GO:0017153	151	173	202	137	188	392	sodium:dicarboxylate symporter activity
GO:0016774	148	110	122	67	131	386	phosphotransferase activity, carboxyl group as acceptor
GO:0003951	148	91	133	104	130	288	NAD+ kinase activity
GO:0004424	147	59	146	62	105	133	imidazoleglycerol-phosphate dehydratase activity
GO:0004315	146	92	138	96	128	202	3-oxoacyl-[acyl-carrier-protein] synthase activity
GO:0046873	226	198	161	177	186	404	metal ion transmembrane transporter activity
GO:0004590	143	93	138	75	105	258	orotidine-5'-phosphate decarboxylase activity
GO:0008324	386	355	451	320	378	1078	cation transmembrane transporter activity
GO:0008963	141	92	175	123	136	283	phospho-N-acetylmuramoyl-pentapeptide-transferase activity
GO:0008705	141	80	118	101	126	223	methionine synthase activity
GO:0008173	187	185	227	147	206	613	RNA methyltransferase activity
GO:0018492	140	180	98	97	149	280	carbon-monoxide dehydrogenase (acceptor) activity
GO:0004725	142	151	61	91	185	306	protein tyrosine phosphatase activity
GO:0004826	295	135	230	135	246	388	phenylalanine-tRNA ligase activity
GO:0004325	139	82	123	85	115	196	ferrochelatase activity
GO:0008964	136	82	149	65	91	266	phosphoenolpyruvate carboxylase activity
GO:0008601	133	156	69	99	124	143	protein phosphatase type 2A regulator activity
GO:0016757	421	386	370	253	355	924	transferase activity, transferring glycosyl groups
GO:0016780	132	86	140	107	111	216	phosphotransferase activity, for other substituted phosphate groups
GO:0004518	217	121	190	140	162	213	nuclease activity
GO:0004198	131	269	83	131	252	213	calcium-dependent cysteine-type endopeptidase activity
GO:0004089	131	57	136	87	155	187	carbonate dehydratase activity
GO:0004114	130	168	93	93	178	125	3',5'-cyclic-nucleotide phosphodiesterase activity
GO:0019239	128	124	112	103	115	225	deaminase activity
GO:0003849	127	70	106	84	115	150	3-deoxy-7-phosphoheptulonate synthase activity
GO:0004420	127	110	122	112	138	211	hydroxymethylglutaryl-CoA reductase (NADPH) activity
GO:0003725	127	116	125	101	141	299	double-stranded RNA binding
GO:0004061	126	96	181	86	119	212	arylformamidase activity
GO:0004576	126	139	87	106	150	161	oligosaccharyl transferase activity
GO:0004834	126	91	138	61	94	202	tryptophan synthase activity
GO:0005544	125	174	49	75	143	163	calcium-dependent phospholipid binding
GO:0008837	123	72	106	74	91	233	diaminopimelate epimerase activity
GO:0015238	123	133	151	135	124	478	drug transmembrane transporter activity
GO:0015297	123	133	151	135	124	478	antiporter activity
GO:0016655	155	91	120	98	132	178	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
GO:0009002	134	67	137	70	98	163	serine-type D-Ala-D-Ala carboxypeptidase activity
GO:0003933	122	55	82	43	79	118	GTP cyclohydrolase activity
GO:0070403	122	109	110	91	96	230	NAD+ binding
GO:0016846	120	75	149	88	108	216	carbon-sulfur lyase activity
GO:0004665	120	51	99	54	94	144	prephenate dehydrogenase (NADP+) activity
GO:0008977	120	51	99	54	94	144	prephenate dehydrogenase activity
GO:0016708	120	107	126	105	121	229	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor
GO:0008479	120	68	121	59	85	229	queuine tRNA-ribosyltransferase activity
GO:0030983	303	253	345	238	307	771	mismatched DNA binding
GO:0008239	170	136	198	124	144	334	dipeptidyl-peptidase activity
GO:0070009	117	65	120	69	86	174	serine-type aminopeptidase activity
GO:0004609	116	91	126	119	166	243	phosphatidylserine decarboxylase activity
GO:0008081	117	108	111	93	105	247	phosphoric diester hydrolase activity
GO:0004134	114	64	97	65	79	213	4-alpha-glucanotransferase activity
GO:0015159	114	72	127	72	103	130	polysaccharide transmembrane transporter activity
GO:0003779	186	188	132	194	290	194	actin binding
GO:0000175	111	44	51	29	72	69	3'-5'-exoribonuclease activity
GO:0004523	111	213	107	77	78	231	RNA-DNA hybrid ribonuclease activity
GO:0004109	109	84	72	78	71	169	coproporphyrinogen oxidase activity
GO:0008830	108	68	127	80	89	169	dTDP-4-dehydrorhamnose 3,5-epimerase activity
GO:0008430	108	90	95	115	104	142	selenium binding
GO:0004358	107	65	95	68	98	183	glutamate N-acetyltransferase activity
GO:0004418	161	89	140	73	141	225	hydroxymethylbilane synthase activity
GO:0004820	195	161	206	116	183	399	glycine-tRNA ligase activity
GO:0004560	106	122	108	93	118	444	alpha-L-fucosidase activity
GO:0004592	106	54	80	59	83	182	pantoate-beta-alanine ligase activity
GO:0008124	106	49	95	52	72	100	4-alpha-hydroxytetrahydrobiopterin dehydratase activity
GO:0008745	153	116	202	131	120	343	N-acetylmuramoyl-L-alanine amidase activity
GO:0003871	112	68	131	67	138	187	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity
GO:0033856	104	67	104	71	79	185	pyridoxine 5'-phosphate synthase activity
GO:0000156	103	95	91	50	72	255	phosphorelay response regulator activity
GO:0008984	103	95	91	50	72	255	protein-glutamate methylesterase activity
GO:0004357	172	159	171	147	131	305	glutamate-cysteine ligase activity
GO:0004140	102	47	75	41	77	145	dephospho-CoA kinase activity
GO:0003911	138	79	162	115	113	365	DNA ligase (NAD+) activity
GO:0016836	147	94	126	94	128	251	hydro-lyase activity
GO:0004421	190	82	161	99	135	112	hydroxymethylglutaryl-CoA synthase activity
GO:0008998	102	87	72	56	77	197	ribonucleoside-triphosphate reductase activity
GO:0008716	101	77	101	64	65	194	D-alanine-D-alanine ligase activity
GO:0015093	122	80	126	77	72	188	ferrous iron transmembrane transporter activity
GO:0003879	155	68	115	72	118	209	ATP phosphoribosyltransferase activity
GO:0035438	100	51	90	58	66	108	cyclic-di-GMP binding
GO:0009029	98	97	97	91	91	249	tetraacyldisaccharide 4'-kinase activity
GO:0008158	97	121	59	90	104	127	hedgehog receptor activity
GO:0003855	119	58	96	60	87	150	3-dehydroquinate dehydratase activity
GO:0016714	95	80	32	75	68	104	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen
GO:0004175	95	48	43	49	45	63	endopeptidase activity
GO:0030145	247	129	221	181	195	380	manganese ion binding
GO:0008703	95	52	93	59	83	219	5-amino-6-(5-phosphoribosylamino)uracil reductase activity
GO:0050897	146	70	157	63	106	66	cobalt ion binding
GO:0016811	103	80	111	95	76	142	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0004571	89	123	58	77	91	121	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity
GO:0036361	88	68	131	75	95	255	racemase activity, acting on amino acids and derivatives
GO:0004852	88	40	61	42	74	127	uroporphyrinogen-III synthase activity
GO:0008883	151	66	117	90	96	182	glutamyl-tRNA reductase activity
GO:0004367	87	52	91	64	73	177	glycerol-3-phosphate dehydrogenase [NAD+] activity
GO:0004640	87	67	84	49	81	166	phosphoribosylanthranilate isomerase activity
GO:0004751	87	43	75	50	47	91	ribose-5-phosphate isomerase activity
GO:0008839	158	103	124	67	101	242	4-hydroxy-tetrahydrodipicolinate reductase
GO:0003922	86	66	83	41	74	140	GMP synthase (glutamine-hydrolyzing) activity
GO:0004411	86	109	75	88	140	204	homogentisate 1,2-dioxygenase activity
GO:0003896	103	72	106	78	80	180	DNA primase activity
GO:0004930	111	112	54	90	155	167	G-protein coupled receptor activity
GO:0016758	226	186	218	192	201	396	transferase activity, transferring hexosyl groups
GO:0004664	83	55	83	40	58	149	prephenate dehydratase activity
GO:0045158	83	28	57	66	45	47	electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity
GO:0005247	83	87	88	62	86	208	voltage-gated chloride channel activity
GO:0008241	82	62	65	65	74	110	peptidyl-dipeptidase activity
GO:0003843	80	30	34	23	32	18	1,3-beta-D-glucan synthase activity
GO:0004526	80	32	61	41	48	100	ribonuclease P activity
GO:0043531	78	78	88	72	84	173	ADP binding
GO:0003919	77	42	57	24	54	109	FMN adenylyltransferase activity
GO:0004619	77	45	78	49	53	201	phosphoglycerate mutase activity
GO:0005267	81	61	60	42	55	99	potassium channel activity
GO:0008942	77	21	48	41	32	23	nitrite reductase [NAD(P)H] activity
GO:0004068	76	40	70	35	45	64	aspartate 1-decarboxylase activity
GO:0004559	76	56	48	45	66	107	alpha-mannosidase activity
GO:0005096	104	92	74	81	81	106	GTPase activator activity
GO:0050570	75	60	63	53	71	178	4-hydroxythreonine-4-phosphate dehydrogenase activity
GO:0004425	74	46	75	48	46	157	indole-3-glycerol-phosphate synthase activity
GO:0003994	122	72	97	60	76	106	aconitate hydratase activity
GO:0004514	73	59	80	46	59	168	nicotinate-nucleotide diphosphorylase (carboxylating) activity
GO:0050380	72	40	57	38	55	158	undecaprenyl-diphosphatase activity
GO:0045300	70	38	30	46	30	40	acyl-[acyl-carrier-protein] desaturase activity
GO:0005089	71	84	40	65	95	83	Rho guanyl-nucleotide exchange factor activity
GO:0004525	81	55	68	48	48	140	ribonuclease III activity
