Biological Process,Sample 1 Biological Process Count,Sample 2 Biological Process Count
http://purl.obolibrary.org/obo/GO_0019551,858,1129
http://purl.obolibrary.org/obo/GO_0006415,1606,2070
http://purl.obolibrary.org/obo/GO_0006281,5088,6635
http://purl.obolibrary.org/obo/GO_0006526,1262,1542
http://purl.obolibrary.org/obo/GO_0017004,1721,2272
http://purl.obolibrary.org/obo/GO_0006420,1400,1965
http://purl.obolibrary.org/obo/GO_0006298,2383,3057
http://purl.obolibrary.org/obo/GO_0006817,785,1019
http://purl.obolibrary.org/obo/GO_0006555,782,997
http://purl.obolibrary.org/obo/GO_0006813,1086,1302
http://purl.obolibrary.org/obo/GO_0009073,1220,1497
http://purl.obolibrary.org/obo/GO_0006094,2020,2604
http://purl.obolibrary.org/obo/GO_0009396,1954,2469
http://purl.obolibrary.org/obo/GO_0033014,1998,2715
http://purl.obolibrary.org/obo/GO_0008652,768,1060
http://purl.obolibrary.org/obo/GO_0051603,736,1027
http://purl.obolibrary.org/obo/GO_0006633,2000,2398
http://purl.obolibrary.org/obo/GO_0017013,729,777
http://purl.obolibrary.org/obo/GO_0019441,902,1299
http://purl.obolibrary.org/obo/GO_0008616,1539,1822
http://purl.obolibrary.org/obo/GO_0008654,1552,1938
http://purl.obolibrary.org/obo/GO_0006139,1472,1738
http://purl.obolibrary.org/obo/GO_0042128,713,923
http://purl.obolibrary.org/obo/GO_0009086,1218,1812
http://purl.obolibrary.org/obo/GO_0009432,682,789
http://purl.obolibrary.org/obo/GO_0006400,946,1059
http://purl.obolibrary.org/obo/GO_0015991,1115,1539
http://purl.obolibrary.org/obo/GO_0006099,1569,1790
http://purl.obolibrary.org/obo/GO_0015977,691,856
http://purl.obolibrary.org/obo/GO_0006741,652,784
http://purl.obolibrary.org/obo/GO_0006097,651,793
http://purl.obolibrary.org/obo/GO_0015986,1639,2033
http://purl.obolibrary.org/obo/GO_0044237,692,786
http://purl.obolibrary.org/obo/GO_0006221,618,807
http://purl.obolibrary.org/obo/GO_0009435,1011,1305
http://purl.obolibrary.org/obo/GO_0016114,1231,1681
http://purl.obolibrary.org/obo/GO_0046034,607,725
http://purl.obolibrary.org/obo/GO_0008272,606,691
http://purl.obolibrary.org/obo/GO_0006979,1239,1672
http://purl.obolibrary.org/obo/GO_0009228,897,1079
http://purl.obolibrary.org/obo/GO_0006779,1071,1387
http://purl.obolibrary.org/obo/GO_0006189,592,729
http://purl.obolibrary.org/obo/GO_0009231,2052,2566
http://purl.obolibrary.org/obo/GO_0006207,569,669
http://purl.obolibrary.org/obo/GO_0007154,567,670
http://purl.obolibrary.org/obo/GO_0006426,887,1091
http://purl.obolibrary.org/obo/GO_0019538,552,653
http://purl.obolibrary.org/obo/GO_0006885,551,676
http://purl.obolibrary.org/obo/GO_0006414,754,900
http://purl.obolibrary.org/obo/GO_0000103,546,722
http://purl.obolibrary.org/obo/GO_0019475,546,684
http://purl.obolibrary.org/obo/GO_0015940,1001,1316
http://purl.obolibrary.org/obo/GO_0006783,544,661
http://purl.obolibrary.org/obo/GO_0006568,913,1172
http://purl.obolibrary.org/obo/GO_0006412,11701,15019
http://purl.obolibrary.org/obo/GO_0009245,1537,1818
http://purl.obolibrary.org/obo/GO_0006808,507,727
http://purl.obolibrary.org/obo/GO_0009089,1084,1312
http://purl.obolibrary.org/obo/GO_0019288,499,621
http://purl.obolibrary.org/obo/GO_0050992,499,621
http://purl.obolibrary.org/obo/GO_0051205,490,544
http://purl.obolibrary.org/obo/GO_0006231,820,953
http://purl.obolibrary.org/obo/GO_0046080,482,551
http://purl.obolibrary.org/obo/GO_0016311,473,557
http://purl.obolibrary.org/obo/GO_0032324,625,763
http://purl.obolibrary.org/obo/GO_0042398,463,654
http://purl.obolibrary.org/obo/GO_0007156,464,637
http://purl.obolibrary.org/obo/GO_0030001,982,1357
http://purl.obolibrary.org/obo/GO_0008610,532,630
http://purl.obolibrary.org/obo/GO_0009294,454,580
http://purl.obolibrary.org/obo/GO_0071704,454,585
http://purl.obolibrary.org/obo/GO_0006040,454,518
http://purl.obolibrary.org/obo/GO_0009254,495,585
http://purl.obolibrary.org/obo/GO_0006935,917,1140
http://purl.obolibrary.org/obo/GO_0009253,762,904
http://purl.obolibrary.org/obo/GO_0006821,449,472
http://purl.obolibrary.org/obo/GO_0006304,790,982
http://purl.obolibrary.org/obo/GO_0009249,447,577
http://purl.obolibrary.org/obo/GO_0042158,447,577
http://purl.obolibrary.org/obo/GO_0032259,513,644
http://purl.obolibrary.org/obo/GO_0006865,441,519
http://purl.obolibrary.org/obo/GO_0006556,1174,1477
http://purl.obolibrary.org/obo/GO_0006784,424,552
http://purl.obolibrary.org/obo/GO_0006811,433,499
http://purl.obolibrary.org/obo/GO_0009094,403,521
http://purl.obolibrary.org/obo/GO_0008615,797,894
http://purl.obolibrary.org/obo/GO_0009082,398,470
http://purl.obolibrary.org/obo/GO_0009165,641,734
http://purl.obolibrary.org/obo/GO_0042773,448,657
http://purl.obolibrary.org/obo/GO_0045017,383,372
http://purl.obolibrary.org/obo/GO_0006165,381,496
http://purl.obolibrary.org/obo/GO_0006183,381,496
http://purl.obolibrary.org/obo/GO_0006228,381,496
http://purl.obolibrary.org/obo/GO_0006241,381,496
http://purl.obolibrary.org/obo/GO_0016051,415,547
http://purl.obolibrary.org/obo/GO_0015936,372,507
http://purl.obolibrary.org/obo/GO_0046168,372,463
http://purl.obolibrary.org/obo/GO_0009098,353,525
http://purl.obolibrary.org/obo/GO_0010124,350,515
http://purl.obolibrary.org/obo/GO_0015969,346,483
http://purl.obolibrary.org/obo/GO_0015937,348,420
http://purl.obolibrary.org/obo/GO_0006571,343,486
http://purl.obolibrary.org/obo/GO_0006364,1487,1949
http://purl.obolibrary.org/obo/GO_0006542,342,501
http://purl.obolibrary.org/obo/GO_0051304,326,446
http://purl.obolibrary.org/obo/GO_0010498,326,459
http://purl.obolibrary.org/obo/GO_0019941,326,459
http://purl.obolibrary.org/obo/GO_0009186,326,241
http://purl.obolibrary.org/obo/GO_0008612,322,466
http://purl.obolibrary.org/obo/GO_0006006,712,814
http://purl.obolibrary.org/obo/GO_0031167,311,402
http://purl.obolibrary.org/obo/GO_0006777,931,1206
http://purl.obolibrary.org/obo/GO_0009113,608,727
http://purl.obolibrary.org/obo/GO_0006729,302,459
http://purl.obolibrary.org/obo/GO_0032784,583,689
http://purl.obolibrary.org/obo/GO_0006289,327,411
http://purl.obolibrary.org/obo/GO_0009267,292,375
http://purl.obolibrary.org/obo/GO_0015684,381,350
http://purl.obolibrary.org/obo/GO_0071973,985,1177
http://purl.obolibrary.org/obo/GO_0032775,326,375
http://purl.obolibrary.org/obo/GO_0006750,714,714
http://purl.obolibrary.org/obo/GO_0006725,645,888
http://purl.obolibrary.org/obo/GO_0015703,285,335
http://purl.obolibrary.org/obo/GO_0006177,283,370
http://purl.obolibrary.org/obo/GO_0006879,280,438
http://purl.obolibrary.org/obo/GO_0030259,276,345
http://purl.obolibrary.org/obo/GO_0019478,275,392
http://purl.obolibrary.org/obo/GO_0044341,273,348
http://purl.obolibrary.org/obo/GO_0030163,452,573
http://purl.obolibrary.org/obo/GO_0022904,267,301
http://purl.obolibrary.org/obo/GO_0002949,260,345
http://purl.obolibrary.org/obo/GO_0009446,255,335
http://purl.obolibrary.org/obo/GO_0009052,248,353
http://purl.obolibrary.org/obo/GO_0006545,247,278
http://purl.obolibrary.org/obo/GO_0005992,362,455
http://purl.obolibrary.org/obo/GO_0006541,357,508
http://purl.obolibrary.org/obo/GO_0005976,238,288
http://purl.obolibrary.org/obo/GO_0006413,811,954
http://purl.obolibrary.org/obo/GO_0006353,370,485
http://purl.obolibrary.org/obo/GO_0006270,236,264
http://purl.obolibrary.org/obo/GO_0006275,328,408
http://purl.obolibrary.org/obo/GO_0043043,225,279
http://purl.obolibrary.org/obo/GO_0006098,219,319
http://purl.obolibrary.org/obo/GO_0031554,218,326
http://purl.obolibrary.org/obo/GO_0042254,278,426
http://purl.obolibrary.org/obo/GO_0016052,224,303
http://purl.obolibrary.org/obo/GO_0015774,248,281
http://purl.obolibrary.org/obo/GO_0009236,1452,2065
http://purl.obolibrary.org/obo/GO_0006007,204,269
http://purl.obolibrary.org/obo/GO_0042819,367,553
http://purl.obolibrary.org/obo/GO_0042823,367,553
http://purl.obolibrary.org/obo/GO_0006694,200,219
http://purl.obolibrary.org/obo/GO_0006559,200,278
http://purl.obolibrary.org/obo/GO_0006570,200,278
http://purl.obolibrary.org/obo/GO_0006801,440,606
http://purl.obolibrary.org/obo/GO_0015813,197,268
http://purl.obolibrary.org/obo/GO_0008360,266,292
http://purl.obolibrary.org/obo/GO_0044238,187,178
http://purl.obolibrary.org/obo/GO_0006432,457,596
http://purl.obolibrary.org/obo/GO_1902604,184,210
http://purl.obolibrary.org/obo/GO_0006109,342,389
http://purl.obolibrary.org/obo/GO_0006402,184,211
http://purl.obolibrary.org/obo/GO_0042274,182,237
http://purl.obolibrary.org/obo/GO_0015727,180,198
http://purl.obolibrary.org/obo/GO_0006120,181,210
http://purl.obolibrary.org/obo/GO_0015886,194,247
http://purl.obolibrary.org/obo/GO_0045892,223,274
http://purl.obolibrary.org/obo/GO_0007264,210,251
http://purl.obolibrary.org/obo/GO_0000256,286,338
http://purl.obolibrary.org/obo/GO_0051156,169,194
http://purl.obolibrary.org/obo/GO_0046417,163,224
http://purl.obolibrary.org/obo/GO_0006796,161,172
http://purl.obolibrary.org/obo/GO_0006760,160,167
http://purl.obolibrary.org/obo/GO_0033539,159,180
http://purl.obolibrary.org/obo/GO_0019281,159,200
http://purl.obolibrary.org/obo/GO_0006323,266,321
http://purl.obolibrary.org/obo/GO_0006021,158,212
http://purl.obolibrary.org/obo/GO_0017003,156,179
http://purl.obolibrary.org/obo/GO_0018193,153,161
http://purl.obolibrary.org/obo/GO_0051262,150,189
http://purl.obolibrary.org/obo/GO_0006188,320,463
http://purl.obolibrary.org/obo/GO_0010038,148,173
http://purl.obolibrary.org/obo/GO_0035429,141,149
http://purl.obolibrary.org/obo/GO_0007049,263,276
http://purl.obolibrary.org/obo/GO_0019354,138,168
http://purl.obolibrary.org/obo/GO_0006450,137,179
http://purl.obolibrary.org/obo/GO_0006505,136,164
http://purl.obolibrary.org/obo/GO_0006886,307,316
http://purl.obolibrary.org/obo/GO_0006486,173,250
http://purl.obolibrary.org/obo/GO_0009166,130,184
http://purl.obolibrary.org/obo/GO_0022900,148,201
http://purl.obolibrary.org/obo/GO_0006071,255,366
http://purl.obolibrary.org/obo/GO_0010033,130,149
http://purl.obolibrary.org/obo/GO_0061024,130,149
http://purl.obolibrary.org/obo/GO_0006423,125,168
http://purl.obolibrary.org/obo/GO_0017187,123,187
http://purl.obolibrary.org/obo/GO_0006470,145,195
http://purl.obolibrary.org/obo/GO_0006438,119,136
http://purl.obolibrary.org/obo/GO_0006605,178,212
http://purl.obolibrary.org/obo/GO_0006269,171,258
http://purl.obolibrary.org/obo/GO_0009307,148,221
http://purl.obolibrary.org/obo/GO_0009103,124,145
http://purl.obolibrary.org/obo/GO_0009308,179,258
http://purl.obolibrary.org/obo/GO_0031388,111,130
http://purl.obolibrary.org/obo/GO_0006308,183,216
http://purl.obolibrary.org/obo/GO_0006744,227,285
http://purl.obolibrary.org/obo/GO_0009401,224,262
http://purl.obolibrary.org/obo/GO_0009394,104,165
http://purl.obolibrary.org/obo/GO_0046653,102,130
http://purl.obolibrary.org/obo/GO_0000723,99,109
http://purl.obolibrary.org/obo/GO_0006064,185,217
http://purl.obolibrary.org/obo/GO_0006012,135,159
http://purl.obolibrary.org/obo/GO_0042619,91,117
http://purl.obolibrary.org/obo/GO_0051188,90,75
http://purl.obolibrary.org/obo/GO_0007034,90,140
http://purl.obolibrary.org/obo/GO_0006282,85,97
http://purl.obolibrary.org/obo/GO_0019645,84,104
http://purl.obolibrary.org/obo/GO_0006672,82,133
http://purl.obolibrary.org/obo/GO_0009117,80,69
http://purl.obolibrary.org/obo/GO_0009056,80,113
http://purl.obolibrary.org/obo/GO_0007186,103,164
http://purl.obolibrary.org/obo/GO_0006742,79,99
http://purl.obolibrary.org/obo/GO_0019363,79,99
http://purl.obolibrary.org/obo/GO_0006527,124,163
http://purl.obolibrary.org/obo/GO_0006481,78,105
http://purl.obolibrary.org/obo/GO_0008218,111,142
http://purl.obolibrary.org/obo/GO_0034258,77,97
http://purl.obolibrary.org/obo/GO_0015672,75,86
http://purl.obolibrary.org/obo/GO_0006535,74,81
http://purl.obolibrary.org/obo/GO_0006303,72,123
http://purl.obolibrary.org/obo/GO_0016598,111,167
http://purl.obolibrary.org/obo/GO_0042256,60,130
http://purl.obolibrary.org/obo/GO_0006523,59,83
http://purl.obolibrary.org/obo/GO_0006259,91,114
http://purl.obolibrary.org/obo/GO_0006388,128,220
http://purl.obolibrary.org/obo/GO_0000271,93,144
http://purl.obolibrary.org/obo/GO_0042919,56,45
http://purl.obolibrary.org/obo/GO_0046439,56,69
http://purl.obolibrary.org/obo/GO_0030488,59,142
http://purl.obolibrary.org/obo/GO_0006665,73,66
http://purl.obolibrary.org/obo/GO_0009403,54,80
http://purl.obolibrary.org/obo/GO_0007018,75,50
http://purl.obolibrary.org/obo/GO_0015878,52,80
http://purl.obolibrary.org/obo/GO_0006433,52,83
http://purl.obolibrary.org/obo/GO_0016579,52,32
http://purl.obolibrary.org/obo/GO_0008295,58,103
http://purl.obolibrary.org/obo/GO_0006084,74,77
http://purl.obolibrary.org/obo/GO_0009264,47,59
http://purl.obolibrary.org/obo/GO_0006878,46,54
http://purl.obolibrary.org/obo/GO_0002128,45,60
http://purl.obolibrary.org/obo/GO_0005978,44,21
http://purl.obolibrary.org/obo/GO_0043419,44,76
http://purl.obolibrary.org/obo/GO_0034220,78,136
http://purl.obolibrary.org/obo/GO_0006401,40,40
http://purl.obolibrary.org/obo/GO_0055070,39,29
http://purl.obolibrary.org/obo/GO_0006213,38,62
http://purl.obolibrary.org/obo/GO_0019299,69,85
http://purl.obolibrary.org/obo/GO_0015628,50,72
http://purl.obolibrary.org/obo/GO_0000917,55,87
http://purl.obolibrary.org/obo/GO_0006013,34,53
http://purl.obolibrary.org/obo/GO_0006479,33,34
http://purl.obolibrary.org/obo/GO_0030435,33,40
http://purl.obolibrary.org/obo/GO_0046677,60,48
http://purl.obolibrary.org/obo/GO_0051259,34,51
http://purl.obolibrary.org/obo/GO_0019491,32,43
http://purl.obolibrary.org/obo/GO_0006820,32,22
http://purl.obolibrary.org/obo/GO_0019670,32,29
http://purl.obolibrary.org/obo/GO_0046688,31,45
http://purl.obolibrary.org/obo/GO_0006827,31,36
http://purl.obolibrary.org/obo/GO_0006511,41,77
http://purl.obolibrary.org/obo/GO_0007608,30,2
http://purl.obolibrary.org/obo/GO_0009072,30,23
http://purl.obolibrary.org/obo/GO_0006004,48,46
http://purl.obolibrary.org/obo/GO_0043165,30,38
http://purl.obolibrary.org/obo/GO_0006452,28,58
http://purl.obolibrary.org/obo/GO_0045901,28,58
http://purl.obolibrary.org/obo/GO_0045905,28,58
http://purl.obolibrary.org/obo/GO_0006525,41,72
http://purl.obolibrary.org/obo/GO_0016117,27,10
http://purl.obolibrary.org/obo/GO_0071805,26,38
http://purl.obolibrary.org/obo/GO_0016998,55,58
http://purl.obolibrary.org/obo/GO_0005996,26,44
http://purl.obolibrary.org/obo/GO_0015694,28,45
http://purl.obolibrary.org/obo/GO_0006461,25,43
http://purl.obolibrary.org/obo/GO_0019627,25,43
http://purl.obolibrary.org/obo/GO_0010468,24,55
http://purl.obolibrary.org/obo/GO_0019748,24,25
http://purl.obolibrary.org/obo/GO_0019646,24,41
http://purl.obolibrary.org/obo/GO_0019310,24,28
http://purl.obolibrary.org/obo/GO_0043683,24,20
http://purl.obolibrary.org/obo/GO_0005991,24,55
http://purl.obolibrary.org/obo/GO_0034194,23,26
http://purl.obolibrary.org/obo/GO_0006379,23,46
http://purl.obolibrary.org/obo/GO_0019370,22,24
http://purl.obolibrary.org/obo/GO_0005985,22,35
http://purl.obolibrary.org/obo/GO_0050920,21,36
http://purl.obolibrary.org/obo/GO_0006493,21,33
http://purl.obolibrary.org/obo/GO_0001514,22,44
http://purl.obolibrary.org/obo/GO_0016192,54,55
http://purl.obolibrary.org/obo/GO_0043461,20,31
http://purl.obolibrary.org/obo/GO_0002143,20,19
http://purl.obolibrary.org/obo/GO_0035444,20,39
http://purl.obolibrary.org/obo/GO_0071436,20,8
http://purl.obolibrary.org/obo/GO_0070206,20,16
http://purl.obolibrary.org/obo/GO_0046373,23,20
http://purl.obolibrary.org/obo/GO_0019068,19,29
http://purl.obolibrary.org/obo/GO_0071705,19,19
http://purl.obolibrary.org/obo/GO_0006106,18,34
http://purl.obolibrary.org/obo/GO_0015689,24,28
http://purl.obolibrary.org/obo/GO_0042545,18,32
http://purl.obolibrary.org/obo/GO_0015979,48,23
http://purl.obolibrary.org/obo/GO_0008645,17,16
http://purl.obolibrary.org/obo/GO_0009291,17,26
http://purl.obolibrary.org/obo/GO_0009405,22,44
http://purl.obolibrary.org/obo/GO_0006171,16,12
http://purl.obolibrary.org/obo/GO_0006928,25,57
http://purl.obolibrary.org/obo/GO_0015700,16,29
http://purl.obolibrary.org/obo/GO_0006032,16,15
http://purl.obolibrary.org/obo/GO_0009252,15,10
http://purl.obolibrary.org/obo/GO_0044780,16,22
http://purl.obolibrary.org/obo/GO_0051276,15,24
http://purl.obolibrary.org/obo/GO_0016567,16,3
http://purl.obolibrary.org/obo/GO_0045227,15,6
http://purl.obolibrary.org/obo/GO_0019295,14,18
http://purl.obolibrary.org/obo/GO_0009712,14,16
http://purl.obolibrary.org/obo/GO_0016042,18,17
http://purl.obolibrary.org/obo/GO_0009271,14,10
http://purl.obolibrary.org/obo/GO_0030416,13,12
http://purl.obolibrary.org/obo/GO_0051775,13,19
http://purl.obolibrary.org/obo/GO_0009229,18,28
http://purl.obolibrary.org/obo/GO_0050909,12,6
http://purl.obolibrary.org/obo/GO_0045151,11,18
http://purl.obolibrary.org/obo/GO_0006635,11,13
http://purl.obolibrary.org/obo/GO_0044781,20,29
http://purl.obolibrary.org/obo/GO_0006904,11,35
http://purl.obolibrary.org/obo/GO_0051260,10,9
http://purl.obolibrary.org/obo/GO_0019385,10,14
http://purl.obolibrary.org/obo/GO_0000272,18,31
http://purl.obolibrary.org/obo/GO_0009159,10,17
http://purl.obolibrary.org/obo/GO_0016032,14,3
http://purl.obolibrary.org/obo/GO_0015803,9,9
http://purl.obolibrary.org/obo/GO_0016125,9,13
http://purl.obolibrary.org/obo/GO_0006182,9,23
http://purl.obolibrary.org/obo/GO_0071555,9,3
http://purl.obolibrary.org/obo/GO_0046999,9,6
http://purl.obolibrary.org/obo/GO_0006000,8,3
http://purl.obolibrary.org/obo/GO_0034229,8,15
http://purl.obolibrary.org/obo/GO_0043248,11,8
http://purl.obolibrary.org/obo/GO_0009772,8,1
http://purl.obolibrary.org/obo/GO_0019684,16,3
http://purl.obolibrary.org/obo/GO_0046488,8,7
http://purl.obolibrary.org/obo/GO_0009767,8,1
http://purl.obolibrary.org/obo/GO_0061136,7,22
http://purl.obolibrary.org/obo/GO_0030908,10,8
http://purl.obolibrary.org/obo/GO_0009966,8,4
http://purl.obolibrary.org/obo/GO_0043666,7,4
http://purl.obolibrary.org/obo/GO_0001558,7,6
http://purl.obolibrary.org/obo/GO_0006597,7,11
http://purl.obolibrary.org/obo/GO_0019069,7,12
http://purl.obolibrary.org/obo/GO_0031221,6,6
http://purl.obolibrary.org/obo/GO_0000041,6,6
http://purl.obolibrary.org/obo/GO_0006487,6,7
http://purl.obolibrary.org/obo/GO_0046413,6,22
http://purl.obolibrary.org/obo/GO_0019700,6,4
http://purl.obolibrary.org/obo/GO_0042916,6,4
http://purl.obolibrary.org/obo/GO_0046782,6,5
http://purl.obolibrary.org/obo/GO_0006276,6,3
http://purl.obolibrary.org/obo/GO_0030244,7,13
http://purl.obolibrary.org/obo/GO_0042742,5,0
http://purl.obolibrary.org/obo/GO_0070475,5,4
http://purl.obolibrary.org/obo/GO_0006888,10,4
http://purl.obolibrary.org/obo/GO_0015708,5,0
http://purl.obolibrary.org/obo/GO_0006955,6,5
http://purl.obolibrary.org/obo/GO_0000746,5,7
http://purl.obolibrary.org/obo/GO_0006952,4,5
http://purl.obolibrary.org/obo/GO_0009607,7,7
http://purl.obolibrary.org/obo/GO_0030153,4,1
http://purl.obolibrary.org/obo/GO_0009439,4,3
http://purl.obolibrary.org/obo/GO_0009972,4,2
http://purl.obolibrary.org/obo/GO_0006621,4,0
http://purl.obolibrary.org/obo/GO_0009247,8,7
http://purl.obolibrary.org/obo/GO_0030245,5,8
http://purl.obolibrary.org/obo/GO_0006051,4,7
http://purl.obolibrary.org/obo/GO_0015995,4,21
http://purl.obolibrary.org/obo/GO_0019634,9,13
http://purl.obolibrary.org/obo/GO_0009298,4,5
http://purl.obolibrary.org/obo/GO_0051056,4,0
http://purl.obolibrary.org/obo/GO_0035023,4,6
http://purl.obolibrary.org/obo/GO_0019402,4,4
http://purl.obolibrary.org/obo/GO_0000079,3,1
http://purl.obolibrary.org/obo/GO_0007017,3,0
http://purl.obolibrary.org/obo/GO_0006075,3,0
http://purl.obolibrary.org/obo/GO_0001510,3,3
http://purl.obolibrary.org/obo/GO_0009452,3,3
http://purl.obolibrary.org/obo/GO_0032955,3,6
http://purl.obolibrary.org/obo/GO_0006198,3,7
http://purl.obolibrary.org/obo/GO_0019082,3,0
http://purl.obolibrary.org/obo/GO_0019058,3,0
http://purl.obolibrary.org/obo/GO_0009411,3,2
http://purl.obolibrary.org/obo/GO_0019605,2,0
http://purl.obolibrary.org/obo/GO_0006869,2,7
http://purl.obolibrary.org/obo/GO_0042157,2,5
http://purl.obolibrary.org/obo/GO_0006011,2,0
http://purl.obolibrary.org/obo/GO_0006024,2,3
http://purl.obolibrary.org/obo/GO_0043571,2,0
http://purl.obolibrary.org/obo/GO_0007205,2,2
http://purl.obolibrary.org/obo/GO_0015740,2,2
http://purl.obolibrary.org/obo/GO_0006488,2,4
http://purl.obolibrary.org/obo/GO_0000921,2,0
http://purl.obolibrary.org/obo/GO_1902209,2,5
http://purl.obolibrary.org/obo/GO_0034755,2,0
http://purl.obolibrary.org/obo/GO_0051016,2,0
http://purl.obolibrary.org/obo/GO_0006683,2,0
http://purl.obolibrary.org/obo/GO_0006506,4,7
http://purl.obolibrary.org/obo/GO_0006480,2,2
http://purl.obolibrary.org/obo/GO_0006471,2,0
http://purl.obolibrary.org/obo/GO_0045490,2,1
http://purl.obolibrary.org/obo/GO_0015716,2,3
http://purl.obolibrary.org/obo/GO_0046938,2,4
http://purl.obolibrary.org/obo/GO_0050821,2,0
http://purl.obolibrary.org/obo/GO_0000398,6,3
http://purl.obolibrary.org/obo/GO_0032012,2,2
http://purl.obolibrary.org/obo/GO_0000226,2,1
http://purl.obolibrary.org/obo/GO_0090063,2,1
http://purl.obolibrary.org/obo/GO_0045040,2,5
http://purl.obolibrary.org/obo/GO_0030255,2,5
http://purl.obolibrary.org/obo/GO_0042147,2,2
http://purl.obolibrary.org/obo/GO_0042549,3,0
http://purl.obolibrary.org/obo/GO_0006914,1,2
http://purl.obolibrary.org/obo/GO_0030041,1,0
http://purl.obolibrary.org/obo/GO_0034314,1,0
http://purl.obolibrary.org/obo/GO_0046685,1,3
http://purl.obolibrary.org/obo/GO_0043065,1,0
http://purl.obolibrary.org/obo/GO_0019722,1,0
