Date Time,Latitude,Longitude,Snow Height Sensor 1,Snow Height Sensor 2,Snow Height Sensor 3,Snow Height Sensor 4,Snow Height Mean,Atmospheric Pressure,Air Temperature,Ice Temperature
2015-03-06T15:01,83.1242,24.4102,,0.43,0.47,,0.45,993.2,-14,-4.7
2015-03-06T16:02,83.1258,24.398,,0.42,0.46,,0.44,992.9,-12.7,-4.7
2015-03-06T17:01,83.1274,24.38,,0.41,0.45,,0.43,992.1,-11.4,-4.7
2015-03-06T18:01,83.1292,24.3562,,0.42,0.45,,0.435,991.1,-9.8,-4.7
2015-03-06T19:01,83.1312,24.3248,,0.42,0.46,0.404,0.428,990.3,-8.1,-4.7
2015-03-06T20:01,83.1328,24.2902,,0.41,0.46,0.394,0.421,989.7,-8,-4.7
2015-03-06T21:01,83.134,24.2538,,0.39,0.46,,0.425,989.2,-7.7,-4.6
2015-03-06T22:00,83.1352,24.2194,,0.41,0.46,,0.435,988.4,-7.4,-4.6
2015-03-06T23:01,83.1364,24.1864,,,0.45,,0.45,987.5,-6.8,-4.6
2015-03-07T00:01,83.1374,24.156,,,0.46,,0.46,986.7,-5.6,-4.6
2015-03-07T01:02,83.1384,24.1292,,0.38,0.45,,0.415,986,-4.4,-4.6
